"codigo_ocorrencia";"ocorrencia_classificacao";"ocorrencia_latitude";"ocorrencia_longitude";"ocorrencia_cidade";"ocorrencia_uf";"ocorrencia_pais";"ocorrencia_aerodromo";"ocorrencia_dia";"ocorrencia_hora";"investigacao_aeronave_liberada";"investigacao_status";"divulgacao_relatorio_numero";"divulgacao_relatorio_publicado";"divulgacao_dia_publicacao";"total_recomendacoes";"total_aeronaves_envolvidas";"ocorrencia_saida_pista";"Mes";"Dia_mes";"Semana_mes";"Dia_Semana";"Hora"
51010;"ACIDENTE";-16,2608333333;-47,9744444444;"LUZIÂNIA";"GO";"BRASIL";"SWUZ";2014-05-02;19:00:00;"SIM";"FINALIZADA";"A-090/CENIPA/2014";"SIM";2019-01-29;6;1;"NÃO";5;2;1;6;19
51011;"ACIDENTE";-3,885833;-38,344444;"AQUIRAZ";"CE";"BRASIL";"";2014-05-03;15:30:00;"SIM";"FINALIZADA";"A-091/CENIPA/2014";"SIM";2018-05-17;2;1;"NÃO";5;3;1;7;15
51437;"INCIDENTE GRAVE";NA;NA;"TAUBATÉ";"SP";"BRASIL";"";2014-05-03;14:50:00;"";"";"";"NÃO";NA;0;1;"NÃO";5;3;1;7;14
51444;"INCIDENTE GRAVE";-5,367778;-49,138333;"MARABÁ";"PA";"BRASIL";"SBMA";2014-05-03;19:02:00;"SIM";"FINALIZADA";"IG-092/CENIPA/2014";"SIM";2017-02-06;4;1;"NÃO";5;3;1;7;19
51347;"INCIDENTE";NA;NA;"DIADEMA";"SP";"BRASIL";"";2014-05-04;16:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;4;1;1;16
51569;"INCIDENTE";NA;NA;"SÃO JOSÉ DOS CAMPOS";"SP";"BRASIL";"SBSJ";2014-05-04;16:16:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;4;1;1;16
51459;"INCIDENTE";NA;NA;"PORTO ALEGRE";"RS";"BRASIL";"SBPA";2014-05-05;16:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;5;1;2;16
51460;"INCIDENTE";NA;NA;"BRASÍLIA";"DF";"BRASIL";"SBBR";2014-05-07;20:09:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;7;1;4;20
51417;"INCIDENTE GRAVE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"SBMT";2014-05-08;11:27:00;"SIM";"FINALIZADA";"093-IG/CENIPA/2014";"NÃO";NA;0;1;"NÃO";5;8;2;5;11
51461;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2014-05-08;22:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;8;2;5;22
51445;"INCIDENTE GRAVE";NA;NA;"CARAZINHO";"RS";"BRASIL";"SSKZ";2014-05-09;16:05:00;"SIM";"FINALIZADA";"IG-094/CENIPA/2014";"SIM";2015-03-06;0;1;"SIM";5;9;2;6;16
51446;"INCIDENTE GRAVE";-17,83;-51,7752777778;"JATAÍ";"GO";"BRASIL";"SWJW";2014-05-09;13:30:00;"SIM";"FINALIZADA";"IG-095/CENIPA/2014";"SIM";2015-04-30;0;1;"NÃO";5;9;2;6;13
51451;"INCIDENTE";NA;NA;"ALTAMIRA";"PA";"BRASIL";"SBHT";2014-05-09;12:49:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;9;2;6;12
51462;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2014-05-09;00:02:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;9;2;6;0
51463;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2014-05-09;17:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;9;2;6;17
51394;"ACIDENTE";NA;NA;"FOZ DO IGUAÇU";"PR";"BRASIL";"";2014-05-10;20:00:00;"SIM";"FINALIZADA";"A-097/CENIPA/2014";"SIM";2015-06-06;0;1;"NÃO";5;10;2;7;20
51412;"ACIDENTE";NA;NA;"CACHOEIRA DO SUL";"RS";"BRASIL";"";2014-05-10;20:25:00;"SIM";"FINALIZADA";"A-096/CENIPA/2014";"SIM";2018-09-04;4;1;"NÃO";5;10;2;7;20
51464;"INCIDENTE";NA;NA;"BARREIRAS";"BA";"BRASIL";"SNBR";2014-05-10;13:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;10;2;7;13
51465;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2014-05-12;02:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;12;2;2;2
51448;"INCIDENTE GRAVE";-3,6538888889;-45,345;"SANTA INÊS";"MA";"BRASIL";"SJBY";2014-05-13;13:55:00;"SIM";"FINALIZADA";"IG-098/CENIPA/2014";"SIM";2017-02-02;1;1;"SIM";5;13;2;3;13
51449;"INCIDENTE GRAVE";-11,885;-55,5861111111;"SINOP";"MT";"BRASIL";"SWSI";2014-05-13;15:50:00;"SIM";"FINALIZADA";"IG-099/CENIPA/2014";"SIM";2018-04-05;1;1;"SIM";5;13;2;3;15
51471;"INCIDENTE";NA;NA;"SANTARÉM";"PA";"BRASIL";"SBSN";2014-05-13;11:43:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;13;2;3;11
51452;"INCIDENTE";NA;NA;"ARACAJU";"SE";"BRASIL";"SBAR";2014-05-14;15:34:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;14;2;4;15
51472;"INCIDENTE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"SBMT";2014-05-14;20:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;14;2;4;20
51473;"INCIDENTE";NA;NA;"FORTALEZA";"CE";"BRASIL";"SBFZ";2014-05-14;11:15:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;14;2;4;11
51474;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2014-05-15;13:48:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;15;3;5;13
51475;"INCIDENTE";NA;NA;"TABATINGA";"AM";"BRASIL";"SBTT";2014-05-16;15:05:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;16;3;6;15
51477;"INCIDENTE";NA;NA;"SANTARÉM";"PA";"BRASIL";"SBSN";2014-05-16;12:10:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;16;3;6;12
51453;"INCIDENTE";NA;NA;"SÃO JOSÉ DO RIO PRETO";"SP";"BRASIL";"SBSR";2014-05-17;11:53:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;17;3;7;11
51478;"INCIDENTE";NA;NA;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2014-05-17;18:42:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;17;3;7;18
51479;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2014-05-18;20:46:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;18;3;1;20
51436;"ACIDENTE";NA;NA;"BRASÍLIA";"DF";"BRASIL";"";2014-05-19;18:00:00;"";"";"";"NÃO";NA;0;2;"NÃO";5;19;3;2;18
51413;"ACIDENTE";-16,8602777778;-39,6072222222;"ITAMARAJU";"BA";"BRASIL";"";2014-05-21;18:00:00;"SIM";"FINALIZADA";"A-100/CENIPA/2014";"SIM";2015-02-09;0;1;"NÃO";5;21;3;4;18
51480;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2014-05-21;21:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;21;3;4;21
51541;"INCIDENTE";NA;NA;"MANAUS";"AM";"BRASIL";"SBEG";2014-05-21;15:20:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;21;3;4;15
51454;"INCIDENTE";NA;NA;"PALMAS";"TO";"BRASIL";"";2014-05-22;04:13:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;22;4;5;4
51481;"INCIDENTE";NA;NA;"ANÁPOLIS";"GO";"BRASIL";"SBAN";2014-05-27;11:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;27;4;3;11
51438;"INCIDENTE GRAVE";NA;NA;"CAMPINAS";"SP";"BRASIL";"SDAM";2014-05-28;13:25:00;"";"";"";"NÃO";NA;0;1;"NÃO";5;28;4;4;13
51482;"INCIDENTE";NA;NA;"SÃO JOSÉ DOS CAMPOS";"SP";"BRASIL";"SBSJ";2014-05-29;13:32:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;29;5;5;13
51542;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2014-05-29;22:37:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;29;5;5;22
51414;"ACIDENTE";-3,0411111111;-60,0505555556;"COARI";"AM";"BRASIL";"SBUY";2014-05-30;02:16:00;"SIM";"FINALIZADA";"A-101/CENIPA/2014";"SIM";2020-07-24;6;1;"NÃO";5;30;5;6;2
51535;"ACIDENTE";NA;NA;"SCHROEDER";"SC";"BRASIL";"";2014-05-31;17:46:00;"";"";"";"NÃO";NA;0;1;"NÃO";5;31;5;7;17
51543;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2014-05-31;08:25:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";5;31;5;7;8
51544;"INCIDENTE";NA;NA;"SÃO JOSÉ DOS CAMPOS";"SP";"BRASIL";"SBSJ";2014-05-31;15:25:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"SIM";5;31;5;7;15
51545;"INCIDENTE";NA;NA;"RECIFE";"PE";"BRASIL";"SBRF";2014-06-01;00:45:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;1;1;1;0
51719;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"SBGR";2014-06-01;18:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;1;1;1;18
51538;"INCIDENTE";NA;NA;"COARI";"AM";"BRASIL";"";2014-06-03;14:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;3;1;3;14
51546;"INCIDENTE";NA;NA;"TEFÉ";"AM";"BRASIL";"SBTF";2014-06-03;18:10:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;3;1;3;18
51536;"INCIDENTE GRAVE";NA;NA;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2014-06-06;16:38:00;"";"FINALIZADA";"IG-102/CENIPA/2014";"NÃO";NA;0;1;"SIM";6;6;1;6;16
51547;"INCIDENTE";NA;NA;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2014-06-06;14:36:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;6;1;6;14
51416;"ACIDENTE";-14,7988888889;-51,045;"ARUANÃ";"GO";"BRASIL";"";2014-06-07;04:27:00;"SIM";"FINALIZADA";"A-103/CENIPA/2014";"SIM";2015-09-11;2;1;"NÃO";6;7;1;7;4
51517;"ACIDENTE";-22,2455555556;-53,5458333333;"NOVA ANDRADINA";"MS";"BRASIL";"";2014-06-07;11:30:00;"";"ATIVA";"A-104/CENIPA/2014";"NÃO";NA;0;1;"NÃO";6;7;1;7;11
51531;"ACIDENTE";-23,2008333333;-46,395;"MAIRIPORÃ";"SP";"BRASIL";"";2014-06-07;14:50:00;"SIM";"FINALIZADA";"A-105/CENIPA/2014";"SIM";2015-10-19;0;1;"NÃO";6;7;1;7;14
51532;"ACIDENTE";-6,7705555556;-56,7613888889;"ITAITUBA";"PA";"BRASIL";"";2014-06-07;13:00:00;"SIM";"FINALIZADA";"A-106/CENIPA/2014";"SIM";2015-04-24;0;1;"NÃO";6;7;1;7;13
51537;"INCIDENTE GRAVE";-15,8552777778;-56,0872222222;"SANTO ANTÔNIO DO LEVERGER";"MT";"BRASIL";"SWLV";2014-06-08;14:00:00;"SIM";"FINALIZADA";"IG-107/CENIPA/2014";"SIM";2018-06-27;0;1;"NÃO";6;8;2;1;14
51539;"INCIDENTE";NA;NA;"BRASÍLIA";"DF";"BRASIL";"SBBR";2014-06-08;17:05:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;8;2;1;17
51548;"INCIDENTE";NA;NA;"TABATINGA";"AM";"BRASIL";"SBTT";2014-06-08;17:34:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;8;2;1;17
51549;"INCIDENTE";NA;NA;"MARINGÁ";"PR";"BRASIL";"SBMG";2014-06-08;21:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;8;2;1;21
51570;"INCIDENTE";-1,3858333333;-48,4788888889;"BELÉM";"PA";"BRASIL";"SBBE";2014-06-08;23:17:00;"";"FINALIZADA";"16/INCID/2014";"SIM";2016-05-30;5;1;"SIM";6;8;2;1;23
51550;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2014-06-10;16:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;10;2;3;16
51533;"ACIDENTE";-22,9791666667;-46,5375;"BRAGANÇA PAULISTA";"SP";"BRASIL";"SBBP";2014-06-11;15:15:00;"SIM";"FINALIZADA";"A-108/CENIPA/2014";"SIM";2015-10-19;0;1;"NÃO";6;11;2;4;15
51551;"INCIDENTE";NA;NA;"ITÁPOLIS";"SP";"BRASIL";"SDIO";2014-06-11;22:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;11;2;4;22
51552;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2014-06-11;21:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;11;2;4;21
51553;"INCIDENTE";NA;NA;"PARINTINS";"AM";"BRASIL";"SWPI";2014-06-11;16:54:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;11;2;4;16
51534;"ACIDENTE";-14,9394444444;-51,0541666667;"ARUANÃ";"GO";"BRASIL";"SWNH";2014-06-13;10:47:00;"SIM";"FINALIZADA";"A-109/CENIPA/2014";"SIM";2019-06-28;3;1;"SIM";6;13;2;6;10
51554;"INCIDENTE";NA;NA;"JUNDIAÍ";"SP";"BRASIL";"SBJD";2014-06-14;15:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;14;2;7;15
51555;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBGL";2014-06-14;04:35:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;14;2;7;4
51540;"INCIDENTE";NA;NA;"NOVA GRANADA";"SP";"BRASIL";"";2014-06-15;19:50:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;15;3;1;19
51556;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2014-06-15;21:41:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;15;3;1;21
51567;"ACIDENTE";-19,9533333333;-50,4211111111;"OUROESTE";"SP";"BRASIL";"";2014-06-17;18:00:00;"SIM";"FINALIZADA";"A-110/CENIPA/2014";"SIM";2015-05-15;0;1;"NÃO";6;17;3;3;18
51557;"INCIDENTE";NA;NA;"MANAUS";"AM";"BRASIL";"SBEG";2014-06-18;05:36:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;18;3;4;5
51559;"INCIDENTE";NA;NA;"PETROLINA";"PE";"BRASIL";"SBPL";2014-06-18;19:33:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;18;3;4;19
51568;"INCIDENTE GRAVE";-3,0727777778;-60,0211111111;"MANAUS";"AM";"BRASIL";"SWFN";2014-06-19;14:02:00;"SIM";"FINALIZADA";"IG-111/CENIPA/2014";"SIM";2017-05-26;0;1;"SIM";6;19;3;5;14
51653;"ACIDENTE";NA;NA;"CRUZ ALTA";"RS";"BRASIL";"SSAK";2014-06-19;19:00:00;"";"FINALIZADA";"A-112/CENIPA/2014";"SIM";2015-06-06;1;2;"NÃO";6;19;3;5;19
51691;"INCIDENTE";NA;NA;"FLORIANÓPOLIS";"SC";"BRASIL";"SBFL";2014-06-20;11:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;20;3;6;11
51558;"INCIDENTE";NA;NA;"DOURADOS";"MS";"BRASIL";"";2014-06-21;18:28:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;21;3;7;18
51673;"INCIDENTE GRAVE";NA;NA;"SANTANA DO LIVRAMENTO";"RS";"BRASIL";"SBPG";2014-06-23;13:45:00;"SIM";"FINALIZADA";"IG-114/CENIPA/2014";"SIM";2015-04-24;0;1;"NÃO";6;23;4;2;13
51692;"INCIDENTE";NA;NA;"SÃO JOSÉ DOS PINHAIS";"PR";"BRASIL";"SBCT";2014-06-23;12:40:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;23;4;2;12
51591;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2014-06-24;21:00:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;24;4;3;21
51592;"INCIDENTE";NA;NA;"PARINTINS";"AM";"BRASIL";"SWPI";2014-06-24;02:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;24;4;3;2
51693;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2014-06-25;07:39:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;25;4;4;7
51571;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBJR";2014-06-27;14:28:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;27;4;6;14
51731;"ACIDENTE";NA;NA;"FORTALEZA";"CE";"BRASIL";"";2014-06-27;14:30:00;"";"";"";"NÃO";NA;0;1;"NÃO";6;27;4;6;14
51757;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SBRJ";2014-06-27;15:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;27;4;6;15
51593;"INCIDENTE";NA;NA;"MANAQUIRI";"AM";"BRASIL";"";2014-06-29;20:40:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";6;29;5;1;20
51596;"ACIDENTE";-23,3883333333;-49,1522222222;"ITAÍ";"SP";"BRASIL";"";2014-06-30;21:00:00;"SIM";"FINALIZADA";"A-115/CENIPA/2014";"SIM";2015-05-15;0;1;"NÃO";6;30;5;2;21
51654;"ACIDENTE";NA;NA;"CARAZINHO";"RS";"BRASIL";"SSIJ";2014-06-30;21:12:00;"SIM";"FINALIZADA";"A-116/CENIPA/2014";"SIM";2015-05-15;0;1;"NÃO";6;30;5;2;21
51674;"INCIDENTE GRAVE";-19,851944;-43,950556;"BELO HORIZONTE";"MG";"BRASIL";"SBBH";2014-06-30;15:36:00;"SIM";"FINALIZADA";"IG-117/CENIPA/2014";"SIM";2017-11-30;3;1;"NÃO";6;30;5;2;15
51694;"INCIDENTE";NA;NA;"RIO BRANCO";"AC";"BRASIL";"SBRB";2014-07-01;17:48:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;1;1;3;17
51695;"INCIDENTE";NA;NA;"SÃO PAULO";"SP";"BRASIL";"SBSP";2014-07-02;18:17:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;2;1;4;18
51594;"INCIDENTE";NA;NA;"CAMPINAS";"SP";"BRASIL";"SBKP";2014-07-03;13:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;3;1;5;13
51597;"ACIDENTE";NA;NA;"FLORIANÓPOLIS";"SC";"BRASIL";"SBFL";2014-07-03;17:19:00;"SIM";"FINALIZADA";"A-118/CENIPA/2014";"SIM";2017-02-08;1;1;"SIM";7;3;1;5;17
51711;"INCIDENTE";NA;NA;"CAMPINAS";"SP";"BRASIL";"SBKP";2014-07-03;15:10:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;3;1;5;15
51712;"INCIDENTE";NA;NA;"BAURU";"SP";"BRASIL";"SBBU";2014-07-03;16:55:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;3;1;5;16
51713;"INCIDENTE";NA;NA;"BELÉM";"PA";"BRASIL";"SBBE";2014-07-03;19:58:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;3;1;5;19
51672;"ACIDENTE";NA;NA;"ARACAJU";"SE";"BRASIL";"SNAU";2014-07-04;18:52:00;"";"";"";"NÃO";NA;0;1;"NÃO";7;4;1;6;18
51655;"ACIDENTE";-3,0855555556;-57,51;"BOA VISTA DO RAMOS";"AM";"BRASIL";"";2014-07-05;12:10:00;"SIM";"FINALIZADA";"A-119/CENIPA/2014";"SIM";2017-02-02;1;1;"NÃO";7;5;1;7;12
51656;"ACIDENTE";-21,4433333333;-50,7233333333;"GUARARAPES";"SP";"BRASIL";"SIJG";2014-07-05;14:00:00;"SIM";"FINALIZADA";"A-120/CENIPA/2014";"SIM";2015-05-15;0;1;"NÃO";7;5;1;7;14
51675;"INCIDENTE GRAVE";-16,0977777778;-49,3016666667;"PETROLINA DE GOIÁS";"GO";"BRASIL";"";2014-07-05;14:40:00;"SIM";"FINALIZADA";"IG-121/CENIPA/2014";"SIM";2016-07-07;0;1;"NÃO";7;5;1;7;14
51754;"ACIDENTE";NA;NA;"UBATUBA";"SP";"BRASIL";"";2014-07-05;18:30:00;"";"";"";"NÃO";NA;0;1;"NÃO";7;5;1;7;18
51765;"INCIDENTE";NA;NA;"MANAUS";"AM";"BRASIL";"";2014-07-05;13:57:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;5;1;7;13
51766;"INCIDENTE";NA;NA;"RIBEIRÃO PRETO";"SP";"BRASIL";"SBRP";2014-07-05;19:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;5;1;7;19
51753;"ACIDENTE";-15,0586111111;-57,1830555556;"BARRA DO BUGRES";"MT";"BRASIL";"SWBB";2014-07-06;19:05:00;"SIM";"FINALIZADA";"A-122/CENIPA/2014";"SIM";2015-05-15;0;1;"SIM";7;6;1;1;19
51756;"INCIDENTE GRAVE";NA;NA;"ANÁPOLIS";"GO";"BRASIL";"";2014-07-07;12:46:00;"";"";"";"NÃO";NA;0;1;"NÃO";7;7;1;2;12
51734;"INCIDENTE";NA;NA;"SALVADOR";"BA";"BRASIL";"SBSV";2014-07-08;19:32:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;8;2;3;19
51764;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"SBGR";2014-07-08;15:29:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;8;2;3;15
51763;"INCIDENTE";NA;NA;"VITÓRIA DA CONQUISTA";"BA";"BRASIL";"SBQV";2014-07-09;08:51:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;9;2;4;8
51671;"ACIDENTE";NA;NA;"MONTENEGRO";"RS";"BRASIL";"SSNG";2014-07-10;15:00:00;"SIM";"FINALIZADA";"A-123/CENIPA/2014";"SIM";2015-05-15;1;1;"SIM";7;10;2;5;15
51761;"INCIDENTE";NA;NA;"ALTO ALEGRE";"RR";"BRASIL";"SWUQ";2014-07-10;14:15:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;10;2;5;14
51762;"INCIDENTE";-2,585237;-44,232503;"SÃO LUÍS";"MA";"BRASIL";"SBSL";2014-07-10;16:33:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;10;2;5;16
51676;"INCIDENTE GRAVE";-3,9897222222;-38,8047222222;"MARANGUAPE";"CE";"BRASIL";"";2014-07-11;13:00:00;"SIM";"FINALIZADA";"IG-124/CENIPA/2014";"SIM";2015-04-24;0;1;"NÃO";7;11;2;6;13
51760;"INCIDENTE";NA;NA;"RIO DE JANEIRO";"RJ";"BRASIL";"SDRE";2014-07-11;21:50:00;"SIM";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;11;2;6;21
51720;"ACIDENTE";NA;NA;"BARREIRINHAS";"MA";"BRASIL";"SSRS";2014-07-12;20:00:00;"";"";"";"NÃO";NA;0;1;"NÃO";7;12;2;7;20
51755;"INCIDENTE GRAVE";NA;NA;"SANTA MÔNICA";"PR";"BRASIL";"";2014-07-12;13:30:00;"SIM";"FINALIZADA";"IG-125/CENIPA/2014";"SIM";2015-04-24;0;1;"SIM";7;12;2;7;13
51759;"INCIDENTE";NA;NA;"ANGRA DOS REIS";"RJ";"BRASIL";"SDAG";2014-07-14;19:25:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;14;2;2;19
51716;"ACIDENTE";-2,8680555556;-63,6666666667;"NOVO AIRÃO";"AM";"BRASIL";"";2014-07-16;15:15:00;"SIM";"FINALIZADA";"A-126/CENIPA/2014";"SIM";2015-04-24;0;1;"NÃO";7;16;3;4;15
51735;"INCIDENTE";NA;NA;"GOIÂNIA";"GO";"BRASIL";"SBGO";2014-07-16;19:58:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;16;3;4;19
52298;"INCIDENTE";NA;NA;"GUARULHOS";"SP";"BRASIL";"";2014-07-16;15:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;16;3;4;15
51732;"INCIDENTE";NA;NA;"MARABÁ";"PA";"BRASIL";"SBMA";2014-07-18;20:34:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;18;3;6;20
51741;"INCIDENTE";NA;NA;"CONFINS";"MG";"BRASIL";"";2014-07-19;14:30:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;19;3;7;14
51752;"ACIDENTE";-20,8972222222;-48,4813888889;"BEBEDOURO";"SP";"BRASIL";"SDBB";2014-07-19;18:10:00;"SIM";"FINALIZADA";"A-127/CENIPA/2014";"SIM";2015-11-16;0;1;"NÃO";7;19;3;7;18
51733;"INCIDENTE";NA;NA;"LONDRINA";"PR";"BRASIL";"SBLO";2014-07-20;11:20:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;20;3;1;11
52539;"INCIDENTE";-22,3875;-47,5741666667;"RIO CLARO";"SP";"BRASIL";"";2014-07-20;19:30:00;"";"FINALIZADA";"A DEFINIR";"NÃO";NA;0;2;"NÃO";7;20;3;1;19
51758;"INCIDENTE";NA;NA;"CAMPINAS";"SP";"BRASIL";"SBKP";2014-07-22;19:35:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;22;4;3;19
51740;"INCIDENTE";NA;NA;"LAURO DE FREITAS";"BA";"BRASIL";"SBSV";2014-07-23;19:48:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;23;4;4;19
52283;"ACIDENTE";NA;NA;"BARREIRAS";"BA";"BRASIL";"";2014-07-24;13:30:00;"";"";"";"NÃO";NA;0;1;"NÃO";7;24;4;5;13
52300;"INCIDENTE";NA;NA;"CURITIBA";"PR";"BRASIL";"";2014-07-24;13:16:00;"";"FINALIZADA";"";"NÃO";NA;0;1;"NÃO";7;24;4;5;13
